id,prob_is_fake,y_pred,y_true
2448,0.70357186,1,0.0
2449,0.48611563,0,0.0
2450,0.78334147,1,0.0
2451,0.76826805,1,0.0
2452,0.5068378,1,0.0
2453,0.45890534,0,0.0
2454,0.45890534,0,0.0
2455,0.033915464,0,0.0
2456,0.91122055,1,0.0
2457,0.77911496,1,0.0
2458,0.02679504,0,0.0
2459,0.76826805,1,0.0
2460,0.4583488,0,0.0
2461,0.76724446,1,0.0
2462,0.5068378,1,0.0
2463,0.8687715,1,0.0
2464,0.66061103,1,0.0
2465,0.24691458,0,0.0
2466,0.44303924,0,0.0
2467,0.7643084,1,0.0
2468,0.45145276,0,0.0
2469,0.68509674,1,0.0
2470,0.71469635,1,0.0
2471,0.77911496,1,0.0
2472,0.11670329,0,0.0
2473,0.7678568,1,0.0
2474,0.6552443,1,0.0
2475,0.7121425,1,0.0
2476,0.707881,1,0.0
2477,0.4508781,0,0.0
2478,0.5534372,1,0.0
2479,0.2517884,0,0.0
2480,0.707881,1,0.0
2481,0.8534085,1,0.0
2482,0.6820367,1,0.0
2483,0.71469635,1,0.0
2484,0.49412453,0,0.0
2485,0.4462786,0,0.0
2486,0.20794995,0,0.0
2487,0.92137,1,0.0
2488,0.5534372,1,0.0
2489,0.5482669,1,0.0
2490,0.8687715,1,0.0
2491,0.76826805,1,0.0
2492,0.66061103,1,0.0
2493,0.6519504,1,0.0
2494,0.7115031,1,0.0
2495,0.9726626,1,0.0
2496,0.5534372,1,0.0
2497,0.35196438,0,0.0
2498,0.92137,1,0.0
2499,0.68968683,1,0.0
2500,0.5937461,1,0.0
2501,0.707881,1,0.0
2502,0.8687715,1,0.0
2503,0.91122055,1,0.0
2504,0.7678568,1,0.0
2505,0.6820791,1,0.0
2506,0.7342321,1,0.0
2507,0.66190994,1,0.0
2508,0.5068378,1,0.0
2509,0.68730605,1,0.0
2510,0.20794995,0,0.0
2511,0.76826805,1,0.0
2512,0.39701906,0,0.0
2513,0.44303924,0,0.0
2514,0.68968683,1,0.0
2515,0.8263295,1,0.0
2516,0.46354935,0,0.0
2517,0.8687715,1,0.0
2518,0.888448,1,0.0
2519,0.20794995,0,0.0
2520,0.8680743,1,0.0
2521,0.71469635,1,0.0
2522,0.8263295,1,0.0
2523,0.91122055,1,0.0
2524,0.6519504,1,0.0
2525,0.5534372,1,0.0
2526,0.76826805,1,0.0
2527,0.607573,1,0.0
2528,0.5985031,1,0.0
2529,0.8206096,1,0.0
2530,0.71469635,1,0.0
2531,0.91122055,1,0.0
2532,0.68730605,1,0.0
2533,0.4822784,0,0.0
2534,0.5482669,1,0.0
2535,0.66511697,1,0.0
2536,0.6519504,1,0.0
2537,0.68968683,1,0.0
2538,0.7643084,1,0.0
2539,0.88857067,1,0.0
2540,0.68509674,1,0.0
2541,0.04140386,0,0.0
2542,0.4583488,0,0.0
2543,0.92137,1,0.0
2544,0.64078987,1,0.0
2545,0.70357186,1,0.0
2546,0.5482669,1,0.0
2547,0.4462786,0,0.0
2548,0.7678568,1,0.0
2549,0.49757352,0,0.0
2550,0.6669008,1,0.0
2551,0.2333349,0,0.0
2552,0.88857067,1,0.0
2553,0.6030627,1,0.0
2554,0.32724348,0,0.0
2555,0.36292237,0,0.0
2556,0.4583488,0,0.0
2557,0.71469635,1,0.0
2558,0.4822784,0,0.0
2559,0.39701906,0,0.0
2560,0.32724348,0,0.0
2561,0.7171568,1,0.0
2562,0.45890534,0,0.0
2563,0.00085255655,0,0.0
2564,0.0060434733,0,0.0
2565,0.61682177,1,0.0
2566,0.5068378,1,0.0
2567,0.45890534,0,0.0
2568,0.7678568,1,0.0
2569,0.4462786,0,0.0
2570,0.6519504,1,0.0
2571,0.49412453,0,0.0
2572,0.80703413,1,0.0
2573,0.38401031,0,0.0
2574,0.84251124,1,0.0
2575,0.84251124,1,0.0
2576,0.5482669,1,0.0
2577,0.44303924,0,0.0
2578,0.88857067,1,0.0
2579,0.54110926,1,0.0
2580,0.5985031,1,0.0
2581,0.84251124,1,0.0
2582,0.70780134,1,0.0
2583,0.5482669,1,0.0
2584,0.66061103,1,0.0
2585,0.44303924,0,0.0
2586,0.6820367,1,0.0
2587,0.49412453,0,0.0
2588,0.75608665,1,0.0
2589,0.0005601656,0,0.0
2590,0.8687715,1,0.0
2591,0.5985031,1,0.0
2592,0.4462786,0,0.0
2593,0.61682177,1,0.0
2594,0.7115031,1,0.0
2595,0.77911496,1,0.0
2596,0.48611563,0,0.0
2597,0.6030627,1,0.0
2598,0.48611563,0,0.0
2599,0.8263295,1,0.0
2600,0.64078987,1,0.0
2601,0.4462786,0,0.0
2602,0.5985031,1,0.0
2603,0.2517884,0,0.0
2604,0.006498781,0,0.0
2605,0.00032870646,0,0.0
2606,2.7809803e-05,0,0.0
2607,0.4822784,0,0.0
2608,0.88857067,1,0.0
2609,0.8534085,1,0.0
2610,0.76867735,1,0.0
2611,0.4822784,0,0.0
2612,0.91122055,1,0.0
2613,0.5937461,1,0.0
2614,0.00050228427,0,0.0
2615,0.5728299,1,0.0
2616,0.6030627,1,0.0
2617,0.8534085,1,0.0
2618,0.5068378,1,0.0
2619,0.06922204,0,0.0
2620,0.8680743,1,0.0
2621,0.64078987,1,0.0
2622,0.49757352,0,0.0
2623,0.5545688,1,0.0
2624,0.7908388,1,0.0
2625,0.91122055,1,0.0
2626,0.80158067,1,0.0
2627,0.32724348,0,0.0
2628,0.32724348,0,0.0
2629,0.7494399,1,0.0
2630,0.84251124,1,0.0
2631,0.77911496,1,0.0
2632,0.68509674,1,0.0
2633,0.6519504,1,0.0
2634,0.8906127,1,0.0
2635,0.8206096,1,0.0
2636,0.35196438,0,0.0
2637,0.5985031,1,0.0
2638,0.5986382,1,0.0
2639,0.70357186,1,0.0
2640,0.5937461,1,0.0
2641,0.7115031,1,0.0
2642,0.76826805,1,0.0
2643,0.42169625,0,0.0
2644,0.82508755,1,0.0
2645,0.5986382,1,0.0
2646,0.5068378,1,0.0
2647,0.68509674,1,0.0
2648,0.71469635,1,0.0
2649,0.7908388,1,0.0
2650,0.8263295,1,0.0
2651,0.76826805,1,0.0
2652,0.6519504,1,0.0
2653,0.83693165,1,0.0
2654,0.2517884,0,0.0
2655,0.69594,1,0.0
2656,0.020034214,0,0.0
2657,0.07577494,0,0.0
2658,0.91122055,1,0.0
2659,0.84251124,1,0.0
2660,0.7678568,1,0.0
2661,0.01045328,0,0.0
2662,0.88857067,1,0.0
2663,0.84251124,1,0.0
2664,0.6558432,1,0.0
2665,0.77911496,1,0.0
2666,0.48611563,0,0.0
2667,0.68968683,1,0.0
2668,0.4822784,0,0.0
2669,0.006759425,0,0.0
2670,0.32724348,0,0.0
2671,0.76826805,1,0.0
2672,0.67528456,1,0.0
2673,0.5482669,1,0.0
2674,0.70103043,1,0.0
2675,0.7678568,1,0.0
2676,0.49757352,0,0.0
2677,0.49757352,0,0.0
2678,0.4462786,0,0.0
2679,0.24691458,0,0.0
2680,0.76724446,1,0.0
2681,0.77911496,1,0.0
2682,0.4822784,0,0.0
2683,0.88857067,1,0.0
2684,0.7678568,1,0.0
2685,0.6519504,1,0.0
2686,0.68968683,1,0.0
2687,0.0074519166,0,0.0
2688,0.51795083,1,0.0
2689,0.76867735,1,0.0
2690,0.71469635,1,0.0
2691,0.88857067,1,0.0
2692,0.61682177,1,0.0
2693,0.32724348,0,0.0
2694,0.49412453,0,0.0
2695,0.0009906862,0,0.0
2696,0.6669008,1,0.0
2697,0.45890534,0,0.0
2698,0.7643084,1,0.0
2699,0.76826805,1,0.0
2700,0.68968683,1,0.0
2701,0.8206096,1,0.0
2702,0.39701906,0,0.0
2703,0.76826805,1,0.0
2704,0.5985031,1,0.0
2705,0.4462786,0,0.0
2706,0.4822784,0,0.0
2707,0.91122055,1,0.0
2708,0.20769419,0,0.0
2709,0.5534372,1,0.0
2710,0.7494399,1,0.0
2711,0.38401031,0,0.0
2712,0.49412453,0,0.0
2713,0.6030627,1,0.0
2714,0.32724348,0,0.0
2715,0.80703413,1,0.0
2716,0.4822784,0,0.0
2717,0.8206096,1,0.0
2718,0.80158067,1,0.0
2719,0.7908388,1,0.0
2720,0.6519504,1,0.0
2721,0.76724446,1,0.0
2722,0.24691458,0,0.0
2723,0.36292237,0,0.0
2724,0.76867735,1,0.0
2725,0.68968683,1,0.0
2726,0.4583488,0,0.0
2727,0.20794995,0,0.0
2728,0.91122055,1,0.0
2729,0.707881,1,0.0
2730,0.76826805,1,0.0
2731,0.42169625,0,0.0
2732,0.004470391,0,0.0
2733,0.71469635,1,0.0
2734,0.6820791,1,0.0
2735,0.71469635,1,0.0
2736,0.39701906,0,0.0
2737,0.7643084,1,0.0
2738,0.6519504,1,0.0
2739,0.5985031,1,0.0
2740,0.4462786,0,0.0
2741,0.76724446,1,0.0
2742,0.49412453,0,0.0
2743,0.49757352,0,0.0
2744,0.88857067,1,0.0
2745,0.91122055,1,0.0
2746,0.44303924,0,0.0
2747,0.5986382,1,0.0
2748,0.4822784,0,0.0
2749,0.76826805,1,0.0
2750,0.54110926,1,0.0
2751,0.68968683,1,0.0
2752,0.8534085,1,0.0
2753,0.68968683,1,0.0
2754,0.7494399,1,0.0
2755,0.6558432,1,0.0
2756,0.6820367,1,0.0
2757,0.45145276,0,0.0
2758,0.7494399,1,0.0
2759,0.5534372,1,0.0
2760,0.38401031,0,0.0
2761,0.5534372,1,0.0
2762,0.68509674,1,0.0
2763,0.2517884,0,0.0
2764,0.6669008,1,0.0
2765,0.66918784,1,0.0
2766,0.70780134,1,0.0
2767,0.4462786,0,0.0
2768,0.6820367,1,0.0
2769,0.49757352,0,0.0
2770,0.42903996,0,0.0
2771,0.0046499562,0,0.0
2772,0.0074519166,0,0.0
2773,0.7678568,1,0.0
2774,0.68968683,1,0.0
2775,0.41938066,0,0.0
2776,0.20804837,0,0.0
2777,0.54110926,1,0.0
2778,0.5986382,1,0.0
2779,0.71469635,1,0.0
2780,0.5482669,1,0.0
2781,0.033915464,0,0.0
2782,0.70357186,1,0.0
2783,0.014052345,0,0.0
2784,0.61682177,1,0.0
2785,0.68730605,1,0.0
2786,0.76826805,1,0.0
2787,0.6558432,1,0.0
2788,0.7115031,1,0.0
2789,0.5937461,1,0.0
2790,0.5986382,1,0.0
2791,0.32724348,0,0.0
2792,0.49757352,0,0.0
2793,0.44303924,0,0.0
2794,0.7678568,1,0.0
2795,0.68968683,1,0.0
2796,0.4822784,0,0.0
2797,0.6519504,1,0.0
2798,8.284932e-05,0,0.0
2799,0.45890534,0,0.0
2800,0.4822784,0,0.0
2801,0.80703413,1,0.0
2802,0.5534372,1,0.0
2803,0.49757352,0,0.0
2804,0.38401031,0,0.0
2805,0.67528456,1,0.0
2806,0.8534085,1,0.0
2807,0.49757352,0,0.0
2808,0.5937461,1,0.0
2809,0.00085255655,0,0.0
2810,0.75608665,1,0.0
2811,0.5534372,1,0.0
2812,0.8680743,1,0.0
2813,0.5985031,1,0.0
2814,0.68730605,1,0.0
2815,0.7678568,1,0.0
2816,0.6820367,1,0.0
2817,0.771271,1,0.0
2818,0.32724348,0,0.0
2819,0.45145276,0,0.0
2820,0.5986382,1,0.0
2821,0.7678568,1,0.0
2822,0.48611563,0,0.0
2823,0.85541576,1,0.0
2824,0.61682177,1,0.0
2825,0.70780134,1,0.0
2826,0.80158067,1,0.0
2827,0.4583488,0,0.0
2828,0.42169625,0,0.0
2829,0.6552443,1,0.0
2830,0.707881,1,0.0
2831,0.70357186,1,0.0
2832,0.67528456,1,0.0
2833,0.4583488,0,0.0
2834,0.54110926,1,0.0
2835,0.24691458,0,0.0
2836,0.8680743,1,0.0
2837,0.42169625,0,0.0
2838,0.49757352,0,0.0
2839,0.6558432,1,0.0
2840,0.6519504,1,0.0
2841,0.49062854,0,0.0
2842,0.6519504,1,0.0
2843,0.7908388,1,0.0
2844,0.20794995,0,0.0
2845,0.49757352,0,0.0
2846,0.66061103,1,0.0
2847,0.8315173,1,0.0
2848,0.015609286,0,0.0
2849,0.20794995,0,0.0
2850,0.20769419,0,0.0
2851,0.68730605,1,0.0
2852,0.6519504,1,0.0
2853,0.76826805,1,0.0
2854,3.4378732e-05,0,0.0
2855,0.32724348,0,0.0
2856,0.39701906,0,0.0
2857,0.0074519166,0,0.0
2858,0.8680743,1,0.0
2859,0.2517884,0,0.0
2860,0.36292237,0,0.0
2861,0.7678568,1,0.0
2862,0.7121425,1,0.0
2863,0.36292237,0,0.0
2864,0.5937461,1,0.0
2865,0.6519504,1,0.0
2866,0.80703413,1,0.0
2867,0.7115031,1,0.0
2868,0.6669008,1,0.0
2869,0.76826805,1,0.0
2870,0.54110926,1,0.0
2871,0.6030627,1,0.0
2872,0.5937461,1,0.0
2873,0.5985031,1,0.0
2874,0.8097658,1,0.0
2875,0.0003111345,0,0.0
2876,0.7443024,1,0.0
2877,0.91122055,1,0.0
2878,0.5545688,1,0.0
2879,0.70357186,1,0.0
2880,0.45890534,0,0.0
2881,0.8680743,1,0.0
2882,0.0032888064,0,0.0
2883,0.76826805,1,0.0
2884,0.7115031,1,0.0
2885,0.6030627,1,0.0
2886,0.4822784,0,0.0
2887,0.5545688,1,0.0
2888,0.013574626,0,0.0
2889,0.54110926,1,0.0
2890,0.034422148,0,0.0
2891,0.5482669,1,0.0
2892,0.4462786,0,0.0
2893,0.5986382,1,0.0
2894,7.104003e-06,0,0.0
2895,0.48611563,0,0.0
2896,0.2517884,0,0.0
2897,0.77911496,1,0.0
2898,0.7443024,1,0.0
2899,0.5068378,1,0.0
2900,0.91122055,1,0.0
2901,0.5534372,1,0.0
2902,0.20794995,0,0.0
2903,0.34357715,0,0.0
2904,0.7121425,1,0.0
2905,0.6519504,1,0.0
2906,0.80703413,1,0.0
2907,0.0010429855,0,0.0
2908,0.80703413,1,0.0
2909,0.51795083,1,0.0
2910,0.84251124,1,0.0
2911,0.80703413,1,0.0
2912,0.707881,1,0.0
2913,0.6669008,1,0.0
2914,0.75608665,1,0.0
2915,0.046287797,0,0.0
2916,0.8263295,1,0.0
2917,0.8325046,1,0.0
2918,0.61682177,1,0.0
2919,0.6519504,1,0.0
2920,0.76867735,1,0.0
2921,0.8534085,1,0.0
2922,0.8534085,1,0.0
2923,0.57473844,1,0.0
2924,0.8206096,1,0.0
2925,0.20794995,0,0.0
2926,0.771271,1,0.0
2927,0.2517884,0,0.0
2928,0.64078987,1,0.0
2929,0.7678568,1,0.0
2930,0.4462786,0,0.0
2931,0.4822784,0,0.0
2932,0.5985031,1,0.0
2933,0.7171568,1,0.0
2934,0.7494399,1,0.0
2935,0.5986382,1,0.0
2936,0.88857067,1,0.0
2937,0.49412453,0,0.0
2938,0.00050228427,0,0.0
2939,0.57473844,1,0.0
2940,0.8534085,1,0.0
2941,0.029597063,0,0.0
2942,0.80703413,1,0.0
2943,0.48611563,0,0.0
2944,0.68730605,1,0.0
2945,0.91122055,1,0.0
2946,0.84251124,1,0.0
2947,0.49412453,0,0.0
2948,0.68730605,1,0.0
2949,0.8534085,1,0.0
2950,0.5482669,1,0.0
2951,0.76826805,1,0.0
2952,0.7678568,1,0.0
2953,0.49757352,0,0.0
2954,0.49757352,0,0.0
2955,0.4462786,0,0.0
2956,0.27770522,0,0.0
2957,0.7494399,1,0.0
2958,0.771271,1,0.0
2959,0.36292237,0,0.0
2960,0.5534372,1,0.0
2961,0.5533912,1,0.0
2962,0.51795083,1,0.0
2963,0.7115031,1,0.0
2964,0.57473844,1,0.0
2965,0.8206096,1,0.0
2966,0.5533912,1,0.0
2967,0.4462786,0,0.0
2968,0.68968683,1,0.0
2969,0.54110926,1,0.0
2970,0.80158067,1,0.0
2971,0.0018697218,0,0.0
2972,0.68968683,1,0.0
2973,0.68509674,1,0.0
2974,0.4462786,0,0.0
2975,0.2517884,0,0.0
2976,0.6519504,1,0.0
2977,0.7121425,1,0.0
2978,0.80158067,1,0.0
2979,0.7494399,1,0.0
2980,0.80158067,1,0.0
2981,0.4462786,0,0.0
2982,0.2583221,0,0.0
2983,0.49412453,0,0.0
2984,0.80703413,1,0.0
2985,0.70357186,1,0.0
2986,0.6519504,1,0.0
2987,0.8206096,1,0.0
2988,0.68730605,1,0.0
2989,0.7591164,1,0.0
2990,0.7443024,1,0.0
2991,0.5985031,1,0.0
2992,0.4462786,0,0.0
2993,0.84251124,1,0.0
2994,0.49412453,0,0.0
2995,0.68730605,1,0.0
2996,0.7121425,1,0.0
2997,0.48611563,0,0.0
2998,0.66061103,1,0.0
2999,0.8687715,1,0.0
3000,0.77911496,1,0.0
3001,0.4462786,0,0.0
3002,0.36292237,0,0.0
3003,0.80158067,1,0.0
3004,0.7678568,1,0.0
3005,0.2517884,0,0.0
3006,0.68730605,1,0.0
3007,0.88857067,1,0.0
3008,0.39701906,0,0.0
3009,0.8534085,1,0.0
3010,0.8680743,1,0.0
3011,0.4462786,0,0.0
3012,0.5545688,1,0.0
3013,0.4822784,0,0.0
3014,0.0029399765,0,0.0
3015,0.20794995,0,0.0
3016,0.7643084,1,0.0
3017,0.80158067,1,0.0
3018,0.92137,1,0.0
3019,0.68968683,1,0.0
3020,0.24691458,0,0.0
3021,0.78334147,1,0.0
3022,0.68968683,1,0.0
3023,0.84251124,1,0.0
3024,0.75608665,1,0.0
3025,0.76826805,1,0.0
3026,0.68730605,1,0.0
3027,0.68968683,1,0.0
3028,0.5534372,1,0.0
3029,0.35196438,0,0.0
3030,0.7643084,1,0.0
3031,0.771271,1,0.0
3032,0.771271,1,0.0
3033,0.48611563,0,0.0
3034,0.6030627,1,0.0
3035,0.7678568,1,0.0
3036,0.20251006,0,0.0
3037,0.61682177,1,0.0
3038,0.5985031,1,0.0
3039,0.7031731,1,0.0
3040,0.6519504,1,0.0
3041,0.73663795,1,0.0
3042,0.6519504,1,0.0
3043,0.50535095,1,0.0
3044,0.8680743,1,0.0
3045,0.5534372,1,0.0
3046,0.20794995,0,0.0
3047,0.88857067,1,0.0
3048,0.70357186,1,0.0
3049,0.6030627,1,0.0
3050,0.5534372,1,0.0
3051,0.7115031,1,0.0
3052,0.48611563,0,0.0
3053,0.2517884,0,0.0
3054,0.91122055,1,0.0
3055,0.76724446,1,0.0
3056,0.76826805,1,0.0
3057,0.6820791,1,0.0
3058,0.707881,1,0.0
3059,0.68509674,1,0.0
3060,0.46532014,0,0.0
3061,0.91122055,1,0.0
3062,0.5533912,1,0.0
3063,0.5545688,1,0.0
3064,0.45890534,0,0.0
3065,0.5068378,1,0.0
3066,0.57473844,1,0.0
3067,0.6669008,1,0.0
3068,0.49412453,0,0.0
3069,0.68968683,1,0.0
3070,0.7494399,1,0.0
3071,0.44303924,0,0.0
3072,0.7031731,1,0.0
3073,0.77911496,1,0.0
3074,0.45890534,0,0.0
3075,0.6820367,1,0.0
3076,0.61682177,1,0.0
3077,0.6519504,1,0.0
3078,0.36292237,0,0.0
3079,0.8680743,1,0.0
3080,0.76867735,1,0.0
3081,0.48611563,0,0.0
3082,0.64644563,1,0.0
3083,0.5986382,1,0.0
3084,0.5482669,1,0.0
3085,0.80158067,1,0.0
3086,0.68730605,1,0.0
3087,0.5937461,1,0.0
3088,0.36292237,0,0.0
3089,0.68509674,1,0.0
3090,0.70780134,1,0.0
3091,0.5545688,1,0.0
3092,0.7643084,1,0.0
3093,0.88857067,1,0.0
3094,0.91122055,1,0.0
3095,0.68730605,1,0.0
3096,0.707881,1,0.0
3097,0.68730605,1,0.0
3098,0.70357186,1,0.0
3099,0.24691458,0,0.0
3100,0.8263295,1,0.0
3101,0.76867735,1,0.0
3102,0.5534372,1,0.0
3103,0.92137,1,0.0
3104,0.5534372,1,0.0
3105,0.76826805,1,0.0
3106,0.58948123,1,0.0
3107,0.49757352,0,0.0
3108,0.0030475538,0,0.0
3109,0.45890534,0,0.0
3110,0.68968683,1,0.0
3111,0.91122055,1,0.0
3112,0.76826805,1,0.0
3113,0.68730605,1,0.0
3114,0.5482669,1,0.0
3115,0.8680743,1,0.0
3116,0.91122055,1,0.0
3117,0.77911496,1,0.0
3118,0.49757352,0,0.0
3119,0.5068378,1,0.0
3120,0.707881,1,0.0
3121,0.49757352,0,0.0
3122,0.68968683,1,0.0
3123,0.6519504,1,0.0
3124,0.4822784,0,0.0
3125,0.5534372,1,0.0
3126,0.49412453,0,0.0
3127,0.68968683,1,0.0
3128,0.18034989,0,0.0
3129,0.68730605,1,0.0
3130,0.5533912,1,0.0
3131,0.5533912,1,0.0
3132,0.39701906,0,0.0
3133,0.7643084,1,0.0
3134,0.8097658,1,0.0
3135,0.5937461,1,0.0
3136,0.43847278,0,0.0
3137,0.4462786,0,0.0
3138,0.5534372,1,0.0
3139,0.77911496,1,0.0
3140,0.49412453,0,0.0
3141,0.48611563,0,0.0
3142,0.70780134,1,0.0
3143,0.42169625,0,0.0
3144,0.6030627,1,0.0
3145,0.4822784,0,0.0
3146,0.49412453,0,0.0
3147,0.76826805,1,0.0
3148,0.7443024,1,0.0
3149,0.2517884,0,0.0
3150,0.76826805,1,0.0
3151,0.76867735,1,0.0
3152,0.5482669,1,0.0
3153,0.68968683,1,0.0
3154,0.36292237,0,0.0
3155,0.61682177,1,0.0
3156,0.91122055,1,0.0
3157,0.58025247,1,0.0
3158,0.8263295,1,0.0
3159,0.76826805,1,0.0
3160,0.84251124,1,0.0
3161,0.88857067,1,0.0
3162,0.771271,1,0.0
3163,0.84251124,1,0.0
3164,0.77911496,1,0.0
3165,0.70780134,1,0.0
3166,0.38401031,0,0.0
3167,0.8325046,1,0.0
3168,0.44303924,0,0.0
3169,0.54110926,1,0.0
3170,0.61682177,1,0.0
3171,0.76867735,1,0.0
3172,0.2517884,0,0.0
3173,0.80703413,1,0.0
3174,0.4822784,0,0.0
3175,0.6552443,1,0.0
3176,0.76867735,1,0.0
3177,0.49757352,0,0.0
3178,0.44303924,0,0.0
3179,0.6552443,1,0.0
3180,0.8206096,1,0.0
3181,0.5937461,1,0.0
3182,0.7908388,1,0.0
3183,0.68968683,1,0.0
3184,0.44718504,0,0.0
3185,0.75608665,1,0.0
3186,0.71469635,1,0.0
3187,0.76826805,1,0.0
3188,0.5068378,1,0.0
3189,0.84251124,1,0.0
3190,0.6552443,1,0.0
3191,0.68968683,1,0.0
3192,0.4462786,0,0.0
3193,0.5482669,1,0.0
3194,0.5985031,1,0.0
3195,0.51795083,1,0.0
3196,0.04140386,0,0.0
3197,0.7342321,1,0.0
3198,0.68968683,1,0.0
3199,0.5534372,1,0.0
3200,0.91122055,1,0.0
3201,0.4822784,0,0.0
3202,0.8534085,1,0.0
3203,0.84251124,1,0.0
3204,0.84251124,1,0.0
3205,0.80158067,1,0.0
3206,0.45145276,0,0.0
3207,0.77911496,1,0.0
3208,0.6558432,1,0.0
3209,0.43710178,0,0.0
3210,0.6820791,1,0.0
3211,0.71469635,1,0.0
3212,0.7443024,1,0.0
3213,0.6820367,1,0.0
3214,0.80158067,1,0.0
3215,0.8534085,1,0.0
3216,0.54110926,1,0.0
3217,0.54110926,1,0.0
3218,0.029597063,0,0.0
3219,0.771271,1,0.0
3220,0.8069521,1,0.0
3221,0.2517884,0,0.0
3222,0.7643084,1,0.0
3223,0.2517884,0,0.0
3224,0.2333349,0,0.0
3225,0.5534372,1,0.0
3226,0.8263295,1,0.0
3227,0.49757352,0,0.0
3228,0.10518428,0,0.0
3229,0.8687715,1,0.0
3230,0.45890534,0,0.0
3231,0.68968683,1,0.0
3232,0.7121425,1,0.0
3233,0.7494399,1,0.0
3234,0.5275562,1,0.0
3235,0.5545688,1,0.0
3236,0.6030627,1,0.0
3237,0.5482669,1,0.0
3238,0.6820367,1,0.0
3239,0.66061103,1,0.0
3240,0.5985031,1,0.0
3241,0.66061103,1,0.0
3242,0.66190994,1,0.0
3243,0.66966635,1,0.0
3244,0.4583488,0,0.0
3245,0.70357186,1,0.0
3246,0.6519504,1,0.0
3247,0.4583488,0,0.0
3248,0.35587335,0,0.0
3249,0.35587335,0,0.0
3250,0.76826805,1,0.0
3251,0.68509674,1,0.0
3252,0.75608665,1,0.0
3253,0.707881,1,0.0
3254,0.5986382,1,0.0
3255,0.75608665,1,0.0
3256,0.77911496,1,0.0
3257,0.5534372,1,0.0
3258,0.5534372,1,0.0
3259,0.7643084,1,0.0
3260,0.76867735,1,0.0
3261,0.66061103,1,0.0
3262,0.77911496,1,0.0
3263,0.0032888064,0,0.0
3264,0.006498781,0,0.0
3265,0.8680743,1,0.0
3266,0.5986382,1,0.0
3267,0.72436917,1,0.0
3268,0.88857067,1,0.0
3269,0.771271,1,0.0
3270,0.49412453,0,0.0
3271,0.4583488,0,0.0
3272,0.2333349,0,0.0
3273,0.009385795,0,0.0
3274,0.030215656,0,0.0
3275,0.77911496,1,0.0
3276,0.4822784,0,0.0
3277,0.5985031,1,0.0
3278,0.7443024,1,0.0
3279,0.6552443,1,0.0
3280,0.92137,1,0.0
3281,0.7443024,1,0.0
3282,0.5533912,1,0.0
3283,0.84251124,1,0.0
3284,0.80158067,1,0.0
3285,0.5937461,1,0.0
3286,0.80703413,1,0.0
3287,0.7908388,1,0.0
3288,0.49757352,0,0.0
3289,0.38401031,0,0.0
3290,0.6820367,1,0.0
3291,0.7678568,1,0.0
3292,0.00038161047,0,0.0
3293,0.70357186,1,0.0
3294,0.54110926,1,0.0
3295,0.5986382,1,0.0
3296,0.21296465,0,0.0
3297,0.48611563,0,0.0
3298,0.7342321,1,0.0
3299,0.5068378,1,0.0
3300,0.80703413,1,0.0
3301,0.03366438,0,0.0
3302,0.6030627,1,0.0
3303,0.49412453,0,0.0
3304,0.4822784,0,0.0
3305,0.8206096,1,0.0
3306,0.6519504,1,0.0
3307,0.91122055,1,0.0
3308,0.70357186,1,0.0
3309,0.8680743,1,0.0
3310,0.80703413,1,0.0
3311,0.45890534,0,0.0
3312,0.58025247,1,0.0
3313,0.48611563,0,0.0
3314,0.75608665,1,0.0
3315,0.6519504,1,0.0
3316,0.68968683,1,0.0
3317,0.6552443,1,0.0
3318,0.771271,1,0.0
3319,0.4583488,0,0.0
3320,0.68968683,1,0.0
3321,0.7269914,1,0.0
3322,0.76867735,1,0.0
3323,0.033915464,0,0.0
3324,0.09289893,0,0.0
3325,0.7522329,1,0.0
3326,0.66190994,1,0.0
3327,0.36292237,0,0.0
3328,0.026256826,0,0.0
3329,0.88857067,1,0.0
3330,0.031607047,0,0.0
3331,0.8680743,1,0.0
3332,0.44303924,0,0.0
3333,0.76867735,1,0.0
3334,0.68730605,1,0.0
3335,0.49757352,0,0.0
3336,0.68509674,1,0.0
3337,0.54110926,1,0.0
3338,0.92137,1,0.0
3339,0.029597063,0,0.0
3340,0.6030627,1,0.0
3341,0.6519504,1,0.0
3342,0.4583488,0,0.0
3343,0.32724348,0,0.0
3344,0.71469635,1,0.0
3345,0.68509674,1,0.0
3346,0.7031731,1,0.0
3347,0.20794995,0,0.0
3348,0.76826805,1,0.0
3349,0.7754503,1,0.0
3350,0.7494399,1,0.0
3351,0.7443024,1,0.0
3352,0.7443024,1,0.0
3353,0.7237617,1,0.0
3354,0.67528456,1,0.0
3355,0.71469635,1,0.0
3356,0.707881,1,0.0
3357,0.68968683,1,0.0
3358,0.80703413,1,0.0
3359,0.48611563,0,0.0
3360,0.7643084,1,0.0
3361,0.4508781,0,0.0
3362,0.64078987,1,0.0
3363,0.6519504,1,0.0
3364,0.68968683,1,0.0
3365,0.88857067,1,0.0
3366,0.76724446,1,0.0
3367,0.68730605,1,0.0
3368,0.8680743,1,0.0
3369,0.024708299,0,0.0
3370,0.88857067,1,0.0
3371,0.5986382,1,0.0
3372,0.68968683,1,0.0
3373,0.7678568,1,0.0
3374,0.68509674,1,0.0
3375,0.7908388,1,0.0
3376,0.8534085,1,0.0
3377,0.7643084,1,0.0
3378,0.76724446,1,0.0
3379,0.771271,1,0.0
